|none.wav|0|Single
cain_act5_q3_after|Act5\Cain\cain_act5_q3_after.wav|4436|Single
spider_neutral_5|monster\spider\neutral5.wav|1852|Single
druid_act2_complete_tightspot|act2\druid\dru_act2_complete_tightspot.wav|3449|Single
druidwerewolf_neutral_5|none.wav|865|Single
necromancer_corpseexp_5|skill\necromancer\corpse explode 5.wav|2462|Single
jerhyn_act2_gossip_3|act2\jerhyn\jer_act2_gossip_03.wav|4059|Single
putriddefiler_death_1|monster\putriddefiler\death1.wav|1475|Group:4
barbarian_act3_complete_guardian|act3\barbarian\bar_act3_complete_guardiantower.wav|3072|Single
baalminion_hit_1|monster\baalminion\gethit1.wav|488|Group:4
music_sanctuary|act2\sanctuary.wav|4669|Single
vulturedemon_death_1|monster\vulturedemon\death1.wav|2085|Group:5
cain_act2_q2_early_scroll|act2\cain\cain_act2_q2_earlyscroll.wav|3682|Single
greatermummy_attack_3|monster\greatermummy\attack3.wav|1098|Single
creature_chicken_4|ambient\creature\chicken4.wav|2695|Single
event_harem_2|ambient\event\thump2.wav|111|Single
rogue_confirm_a_3|act1\rogue\rog_immediately1.wav|4292|Single
scimitar_attack_4|monster\scimitar\attack4.wav|1708|Single
sorceress_act3_complete_blade|act3\sorceress\sor_act3_complete_bladeofoldreligion.wav|3305|Single
deathmauler_neutral_2|monster\deathmauler\neutral2.wav|721|Single
assassin_shadow_kick_2|skill\assassin\shadowkick2.wav|2318|Single
gheed_greeting_inactive_3|act1\gheed\ghe_whatchaneed.wav|3915|Single
minion_neutral_8|monster\minion\neutral8.wav|1331|Single
druid_hit_3|combat\player\druid\gethit3.wav|2928|Single
impact_blade_swing_4|combat\impact\sword4.wav|344|Single
malah_act5_q4_success|Act5\Malah\mal_act5_q4_successful.wav|4525|Single
tentaclehead_hit_4|monster\tentaclehead\gethit4.wav|1941|Single
alkor_act3_gossip_8|act3\alkor\alk_act3_gossip_08.wav|3538|Single
fingermage_bolt_cast_2|monster\fingermage\cast2.wav|954|Single
object_cocoon_3|object\cocoon3.wav|2551|Single
lysander_act2_q6_after|act2\lysander\lys_act2_q6_after.wav|4148|Single
reanimatedhorde_death_2|monster\reanimatedhorde\death2.wav|1564|Single
necromancer_act5_find_nihlathak|act5\necromancer\nec_act5_entry_nihlathaksland.wav|3161|Single
beetle_hit_1|monster\beetle\gethit1.wav|577|Group:4
zakarumpriest_cast_1|monster\zakarumpriest\cast1.wav|2174|Group:5
charsi_act1_q5_early|act1\charsi\cha_act1_q5_early.wav|3771|Single
imp_missile_1|monster\imp\impmissile.wav|1187|Single
medium_walk_snow_1|ambient\footstep\MedSnow1.wav|2784|Group:4
event_wild_night_4|ambient\event\birdienight4.wav|200|Single
anya_greeting_2|Act5\Anya\any_hellowarrior.wav|4381|Single
skeleton_necro_walk_6|monster\skeleton\walk6.wav|1797|Single
assassin_act5_find_wilderness|act5\assassin\ass_act5_entry_wilderness.wav|3394|Single
druidspirit_death_1|monster\oaksage\death1.wav|810|Group:3
sorceress_energyshield_hit_3|skill\sorceress\energyshieldhit3.wav|2407|Single
hratli_act3_gossip_7|act3\hratli\hra_act3_gossip_07.wav|4004|Single
overseer_whipcrack_1|monster\overseer\whipcrack1.wav|1420|Group:5
barbarian_chat_b_1|common\barbarian\bar_followme.wav|3017|Group:2
monster_lightning_1|skill\sorceress\lightning1.wav|433|Group:3
hireable_female_i_will_use_that|common\hireables\female_illputthattogooduse.wav|4614|Single
vampire_cast|monster\vampire\cast.wav|2030|Single
atma_act2_gossip_7|act2\atma\atm_act2_gossip_08.wav|3627|Single
golemblood_attack_4|monster\golemblood\attack4.wav|1043|Single
object_urn_break_5|object\jarbreak9.wav|2640|Single
scene_desert_day|ambient\scene\desertday.wav|56|Single
natalya_act3_q3_success|act3\natalya\nat_act3_q4_successful.wav|4237|Single
sandmaggotbaby_death_6|monster\sandmaggotbaby\death6.wav|1653|Single
sorceress_chat_a_2|common\sorceress\sor_helpme.wav|3250|Single
charsi_work|monster\charsi\charsiwork.wav|666|Single
amazon_multi_arrow_3|skill\amazon\multi3.wav|2263|Single
fara_act2_gossip_8|act2\fara\far_act2_gossip_12.wav|3860|Single
megademon_death_3|monster\megademon\death3.wav|1276|Single
walk_ginormous_high_3|ambient\footstep\Ginormous7.wav|2873|Single
weapon_1ht_4|combat\weapon\one hand thrust04.wav|289|Single
larzuk_act5_q1_after|Act5\Larzuk\lar_act5_q1_after.wav|4470|Single
succubus_death_3|monster\succubus\death3.wav|1886|Single
akara_greeting_inactive_2|act1\akara\aka_orderwelcomes.wav|3483|Single
fallen_hit_5|monster\fallen\gethit7.wav|899|Single
barbarian_findobject_1|skill\barbarian\find1.wav|2496|Group:3
kashya_act1_gossip_9|act1\kashya\kas_act1_gossip_09.wav|4093|Single
pygmy_death_6|monster\pygmy\death6.wav|1509|Single
necromancer_chat_g_2|common\necromancer\nec_timetodie.wav|3106|Single
baboondemon_neutral_3|monster\baboondemon\neutral4.wav|522|Single
willowisp_lightning_cast_3|monster\willowisp\cast3.wav|2119|Single
cain_act3_q4_success|act3\cain\cain_act3_q1_successful.wav|3716|Single
guard_hit_1|monster\guard\gethit1.wav|1132|Group:4
light_walk_ostone_2|ambient\footstep\LightOStone2.wav|2729|Single
event_lava_3|ambient\event\scream3.wav|145|Single
warriv_greeting_time_3|common\warriv\war_goodevening.wav|4326|Single
serpentdemon_death_3|monster\serpentdemon\death3.wav|1742|Single
assassin_chat_g_1|common\assassin\ass_die.wav|3339|Group:2
diablo_boneprison_rise|monster\diabloboneprison\rise.wav|755|Single
druid_windcast|skill\druid\windcast.wav|2352|Single
greiz_greeting_1|act2\griez\gre_greetings.wav|3949|Group:2
mosquito_longattack_5|monster\mosquito\attack long5.wav|1365|Single
amazon_act1_complete_burial|act1\amazon\ama_act1_complete_burialground.wav|2962|Single
impact_poison_3|combat\impact\green3.wav|378|Single
nihlathak_act5_q3_after|Act5\Nihlathak\nih_act5_q3_after.wav|4559|Single
trappedsoul_attack_4|monster\trappedsoul\attack4.wav|1975|Single
asheara_greeting_2|act3\asheara\ash_greetings.wav|3572|Single
frogdemon_hit_3|monster\frogdemon\gethit3.wav|988|Single
object_gibbet_impact|object\cainsgibbetimpact.wav|2585|Single
cursor_pass|cursor\pass.wav|1|Single
meshif_act2_q6_success|act2\meshif\mes_act2_q6_successful.wav|4182|Single
regurgitator_neutral_4|monster\regurgitator\neutral4.wav|1598|Single
paladin_act1_complete_andariel|act1\paladin\pal_act1_complete_andariel.wav|3195|Single
bloodlord_neutral_3|none.wav|611|Single
zombie_attack_6|monster\zombie\attack6.wav|2208|Single
drognan_act2_q4_init|act2\drognan\dro_act2_q4_init.wav|3805|Single
leaper_leap_3|monster\leaper\attacklong3.wav|1221|Single
heavy_walk_dirt_3|ambient\footstep\HeavyDirt3.wav|2818|Single
item_orb|item\wand.wav|234|Single
anya_act5_q5_success|Act5\Anya\any_act5_q5_successful.wav|4415|Single
spider_web_2|monster\spider\goo02.wav|1831|Single
druid_not_in_town_2|common\druid\dru_notintown.wav|3428|Single
druidwerebear_neutral_3|none.wav|844|Single
sorceress_teleport|skill\sorceress\teleport.wav|2441|Single
ironwolf_will_do_1|act3\ironwolf\iron_willdo1.wav|4038|Single
pinhead_attack_5|monster\pinhead\attack5.wav|1454|Single
barbarian_act1_find_tree|act1\barbarian\bar_act1_find_treeofinifuss.wav|3051|Single
baal_deathspirit|none.wav|467|Single
monster_radament_taunt_2|act2\monster\radamenttaunt2.wav|4648|Single
vilemother_death_4|monster\vilemother\death4.wav|2064|Single
cain_act1_q4_rescued_rogues|act1\cain\cain_act1_q4_rescuedbyrogues.wav|3661|Single
golemfire_spawn|monster\golemfire\spawnfire.wav|1077|Single
shrine_resistcold|object\shrine\resistcold.wav|2674|Single
event_cave_4|ambient\event\drip4.wav|90|Single
ormus_act3_q2_after|act3\ormus\orm_act3_q2_after.wav|4271|Single
sandraider_attack_5|monster\sandraider\attack5.wav|1687|Single
sorceress_act1_find_tower|act1\sorceress\sor_act1_entry_forgottentower.wav|3284|Single
countess_hit_3|monster\countess\gethit3.wav|700|Single
assassin_chargeup_tiger_1|skill\assassin\tigera.wav|2297|Single
geglash_act2_gossip_bar|act2\geglash\geg_act2_gossip_bar.wav|3894|Single
minion_death_a3|monster\minion\deathA3.wav|1310|Single
barbarian_death_1|combat\player\barbarian\death1.wav|2907|Group:2
impact_punch_3|combat\impact\blow3.wav|323|Single
malah_act5_gossip_9|Act5\Malah\mal_act5_09.wav|4504|Single
tentacle_hit_2|monster\tentacle\gethit2.wav|1920|Single
akara_act1_q5_after|act1\akara\aka_act1_q5_after.wav|3517|Single
fallenshaman_death_4|monster\fallenshaman\death4.wav|933|Single
barbarian_warcry_circle|skill\barbarian\circle warcry.wav|2530|Single
lysander_act2_gossip_2|act2\lysander\lys_act2_gossip_02.wav|4127|Single
pygmyshaman_spell_1|monster\pygmyshaman\spell1.wav|1543|Group:6
necromancer_act2_find_clawviper|act2\necromancer\nec_act2_entry_clawviperlair.wav|3140|Single
bighead_attack_2|monster\bighead\attack2.wav|556|Single
yeti_death_4|monster\yeti\death4.wav|2153|Single
charsi_act1_gossip_5|act1\charsi\cha_act1_gossip_05.wav|3750|Single
hydra_appear_1|monster\hydra\appear1.wav|1166|Group:4
light_run_snow_4|ambient\footstep\LightSnowRun4.wav|2763|Single
event_town_2_night_3|ambient\event\birdie_night_14.wav|179|Single
warriv_act2_gossip_3|act2\warriv\war_act2_gossip_03.wav|4360|Single
skeleton_hit_3|monster\skeleton\gethit3.wav|1776|Single
assassin_act2_find_arcane|act2\assassin\ass_act2_entry_arcanesanctuary.wav|3373|Single
druidpod_attack_4|monster\druidpod\attack04.wav|789|Single
paladin_holybolt_impact_3|skill\paladin\vengeanceimpact3.wav|2386|Single
guard_halt|act2\guard\gua_halt.wav|3983|Single
overseer_attack_5|monster\overseer\attack5.wav|1399|Single
amazon_act3_find_beneath|act3\amazon\ama_act3_find_beneathcity.wav|2996|Single
explosion_large_3|combat\explosion\explosionlarge5.wav|412|Single
qualkehk_act5_q3_success|Act5\Qual-Kehk\qua_act5_q3_successful.wav|4593|Single
undeadhorror_neutral_1|monster\undeadhorror\neutral1.wav|2009|Group:4
asheara_act3_q5_early_va|act3\asheara\ash_act3_q5_early_va.wav|3606|Single
gargoyletrap_death_1|monster\gargoyletrap\death2.wav|1022|Group:3
object_stash_hell_2|object\hellstash2.wav|2619|Single
quest_hellforge_smash|object\hellforgesmash.wav|35|Single
narrator_act2_q4_journal|act2\narrator\nar_act2_q4_successful_journal.wav|4216|Single
sandmaggot_spit_2|monster\sandmaggot\spit2.wav|1632|Single
paladin_act3_complete_lamesen|act3\paladin\pal_act3_complete_lamesentome.wav|3229|Single
breakablewall_hit_1|none.wav|645|Single
amazon_firearrow_1|skill\amazon\firearrow1.wav|2242|Group:3
elzix_act2_q4_success|act2\elzix\elz_act2_q4_successful.wav|3839|Single
lightningorb_attack_3|monster\lightningorb\attack3.wav|1255|Single
heavy_run_sand_1|ambient\footstep\HeavySandRun1.wav|2852|Group:4
weapon_1hs_large_1|combat\weapon\one hand swing large13.wav|268|Group:6
larzuk_greeting_inactive_1|Act5\Larzuk\lar_whatdoyouneed.wav|4449|Group:3
spikefiend_death_4|monster\spikefiend\death4.wav|1865|Single
druid_act3_complete_guardian|act3\druid\dru_act3_complete_guardiantower.wav|3462|Single
duriel_attack_3|monster\duriel\attack3.wav|878|Single
necromancer_revive_cast|skill\necromancer\revivecast.wav|2475|Single
jerhyn_act2_q5_early|act2\jerhyn\jer_act2_q5_early.wav|4072|Single
putriddefiler_neutral_3|monster\putriddefiler\neutral3.wav|1488|Single
barbarian_act5_find_worldstone|act5\barbarian\bar_act5_entry_worldstone.wav|3085|Single
baaltentacle_appear_2|monster\baaltentacle\appear2.wav|501|Single
music_xsiege|act5\siege.wav|4682|Single
vulturedemon_wing_4|monster\vulturedemon\bigflap4.wav|2098|Single
cain_act3_gossip_1|act3\cain\cain_act3_gossip_01.wav|3695|Single
greatermummy_death_5|monster\greatermummy\death5.wav|1111|Single
creature_larva_1|ambient\creature\larvae1.wav|2708|Group:4
event_jungle_night_2|ambient\event\junglebeastie2.wav|124|Single
tyrael_greeting_inactive_1|act4\tyreal\tyr_yes.wav|4305|Single
scimitar_loop|monster\scimitar\loop.wav|1721|Single
sorceress_act5_find_mountaintop|act5\sorceress\sor_act5_entry_mountaintop.wav|3318|Single
diablo_attack_2|monster\diablo\attack2.wav|734|Single
druid_boulderloop|skill\druid\boulderloop2.wav|2331|Single
gheed_act1_intro_nec|act1\gheed\ghe_act1_intro_nec.wav|3928|Single
moo_hit_3|monster\moo\gethit3.wav|1344|Single
amazon_chat_c_1|common\amazon\ama_thisisforyou.wav|2941|Group:2
impact_fire_layer_2|combat\impact\singe2.wav|357|Single
nihlathak_greeting_time_2|Act5\Nihlathak\nih_hmmm.wav|4538|Single
tentaclehead_missile_2|monster\tentaclehead\goomissile2.wav|1954|Single
alkor_act3_q3_after|act3\alkor\alk_act3_q4_after.wav|3551|Single
firespike_hit_1|none.wav|967|Single
object_door_metal_close|object\doormetalclose.wav|2564|Single
meshif_act2_gossip_4|act2\meshif\mes_act2_gossip_04.wav|4161|Single
reanimatedhorde_neutral_4|monster\reanimatedhorde\neutral4.wav|1577|Single
paladin_chat_b_2|common\paladin\pal_comeon.wav|3174|Single
bladecreeper_emerge_2|monster\bladecreeper\throw2.wav|590|Single
zakarumzealot_attack_1|monster\zakarumzealot\attack1.wav|2187|Group:4
drognan_greeting_time_3|act2\drognan\dro_goodevening.wav|3784|Single
ironwolf_death_3|monster\ironwolf\death3.wav|1200|Single
medium_run_istone_2|ambient\footstep\MedIStoneRun2.wav|2797|Single
item_chainarmor|item\chainarmor.wav|213|Single
anya_act5_gossip_6|Act5\Anya\any_act5_gossip_06.wav|4394|Single
smith_attack_5|monster\smith\attack5.wav|1810|Single
druid_chat_b_1|common\druid\dru_followme.wav|3407|Group:2
druidwolf_attack_2|monster\druidwolf\attack2.wav|823|Single
sorceress_fireball_impact_2|skill\sorceress\boom2.wav|2420|Single
hratli_act3_q3_after|act3\hratli\hra_act3_q4_after.wav|4017|Single
pantherwoman_attack_1|monster\pantherwoman\attack1.wav|1433|Group:4
barbarian_chat_h_2|common\barbarian\bar_run.wav|3030|Single
andariel_hit_4|monster\andariel\gethit4.wav|446|Single
hireable_male_thanks_3|common\hireables\male_thankyou2.wav|4627|Single
vilechild_death_3|monster\vilechild\death3.wav|2043|Single
atma_act2_q5_early|act2\atma\atm_act2_q5_early.wav|3640|Single
golemclay_attack_3|monster\golemclay\attack3.wav|1056|Single
object_skel|object\skel2.wav|2653|Single
scene_town_3_night|ambient\scene\town3night.wav|69|Single
ormus_greeting_inactive_1|act3\ormus\orm_yes.wav|4250|Single
sandmaggotegg_neutral_3|monster\sandmaggotegg\neutral3.wav|1666|Single
sorceress_chat_h_1|common\sorceress\sor_retreat.wav|3263|Group:2
corrupt_hit_4|monster\corrupt\gethit4.wav|679|Single
amazon_valkyrie_death|skill\amazon\valkyriedeath1.wav|2276|Single
fara_act2_q5_early|act2\fara\far_act2_q5_early.wav|3873|Single
mephisto_hit_2|monster\mephisto\gethit2.wav|1289|Single
paladin_hit_1|combat\player\paladin\soft1.wav|2886|Group:5
weapon_staff_5|combat\weapon\staff blunt05.wav|302|Single
larzuk_act5_q5_after|Act5\Larzuk\lar_act5_q5_after.wav|4483|Single
summoner_hit_1|monster\summoner\gethit1.wav|1899|Group:4
akara_act1_gossip_9|act1\akara\aka_act1_gossip_09.wav|3496|Single
fallen_neutral_6|none.wav|912|Single
barbarian_grunt_large_2|skill\barbarian\grunt202.wav|2509|Single
kashya_act1_q3_success|act1\kashya\kas_act1_q3_successful.wav|4106|Single
pygmyshaman_attack_3|monster\pygmyshaman\attack3.wav|1522|Single
necromancer_act1_complete_den|act1\necromancer\nec_act1_complete_denofevil.wav|3119|Single
batdemon_attack_4|monster\batdemon\attack4.wav|535|Single
wraith_hit_6|monster\wraith\gethit6.wav|2132|Single
cain_act4_q1_early|act4\cain\cain_act4_q1_early.wav|3729|Single
hawk_attack_3|monster\hawk\attack3.wav|1145|Single
light_walk_wood_3|ambient\footstep\LightWood3.wav|2742|Single
event_monastery_2|ambient\event\raven2.wav|158|Single
warriv_act1_q1_early|act1\warriv\war_act1_q1_early.wav|4339|Single
siegebeast_stomp_2|none.wav|1755|Single
assassin_act1_complete_burial|act1\assassin\ass_act1_complete_burialground.wav|3352|Single
druidbear_attack_1|monster\druidbear\attack09.wav|768|Group:6
paladin_aura_redemption|skill\paladin\redemption.wav|2365|Single
greiz_act2_gossip_6|act2\griez\gre_act2_gossip_06.wav|3962|Single
mummy_attack_3|monster\mummy\attack3.wav|1378|Single
amazon_act1_find_wilderness|act1\amazon\ama_act1_entry_wilderness.wav|2975|Single
impact_goo_1|combat\impact\goohit1.wav|391|Group:4
qualkehk_act5_gossip_3|Act5\Qual-Kehk\qua_act5_03.wav|4572|Single
trappedsoul_up_3|monster\trappedsoul\up3.wav|1988|Single
asheara_act3_gossip_7|act3\asheara\ash_act3_gossip_07.wav|3585|Single
frozenhorror_attack_3|monster\frozenhorror\attack3.wav|1001|Single
object_ratnest_3|object\ratnest3.wav|2598|Single
cursor_questdone|cursor\questdone.wav|14|Single
meshif_act3_q1_after|act3\meshif\mes_act3_q3_after.wav|4195|Single
sandmaggot_attack_3|monster\sandmaggot\attack3.wav|1611|Single
paladin_act1_find_tristram|act1\paladin\pal_act1_find_tristram.wav|3208|Single
bonefetish_attack_3|monster\bonefetish\attack3.wav|624|Single
zombie_neutral_3|monster\zombie\neutral6.wav|2221|Single
elzix_greeting_time_3|act2\elzix\elz_goodevening.wav|3818|Single
leaper_neutral_1|monster\leaper\neutral1.wav|1234|Group:5
heavy_walk_sand_4|ambient\footstep\HeavySand4.wav|2831|Single
item_wand|item\wand.wav|247|Single
cain_act5_intro|Act5\Cain\cain_act5_intro.wav|4428|Single
spider_death_3|monster\spider\death3.wav|1844|Single
druid_act1_find_tree|act1\druid\dru_act1_find_treeofinifuss.wav|3441|Single
druidwerewolf_attack_1|monster\werewolf\attack12.wav|857|Group:4
necromancer_bonespirit_3|skill\necromancer\bonespirit3.wav|2454|Single
jerhyn_greeting_inactive_1|act2\jerhyn\jer_stateyourbusiness.wav|4051|Group:2
pinhead_neutral_2|monster\pinhead\neutral2.wav|1467|Single
barbarian_act2_find_summoner|act2\barbarian\bar_act2_find_summoner.wav|3064|Single
baalminion_attack_1|monster\baalminion\attack1.wav|480|Group:4
music_harem|act2\harem.wav|4661|Single
vulturedemon_attack_4|monster\vulturedemon\attack4.wav|2077|Single
cain_act2_gossip_3|act2\cain\cain_act2_gossip03.wav|3674|Single
golemiron_death|monster\golemiron\irongolemdeath.wav|1090|Single
creature_bat_6|none.wav|2687|Single
event_desert_day_4|ambient\event\desertinsect3.wav|103|Single
ormus_act3_q5_success|act3\ormus\orm_act3_q5_successful.wav|4284|Single
sandraider_neutral_2|monster\sandraider\neutral2.wav|1700|Single
sorceress_act2_find_radament|act2\sorceress\sor_act2_entry_radamentlair.wav|3297|Single
deathmauler_hit_3|monster\deathmauler\gethit3.wav|713|Single
assassin_shadow_death_3|skill\assassin\shadowdeath3.wav|2310|Single
geglash_act2_q5_success|act2\geglash\geg_act2_q5_successful.wav|3907|Single
minion_morph_4|monster\minion\morph4.wav|1323|Single
assassin_hit_3|combat\player\assassin\gethit12.wav|2920|Single
impact_blade_thrust_2|combat\impact\stab2.wav|336|Single
malah_act5_q2_success|Act5\Malah\mal_act5_q2_successful.wav|4517|Single
tentaclehead_attack_1|monster\tentaclehead\attack1.wav|1933|Group:4
alkor_greeting_time_3|act3\alkor\alk_goodevening.wav|3530|Single
fingermage_hit_2|monster\fingermage\gethit2.wav|946|Single
object_bridge_mephisto|object\mephistobridge.wav|2543|Single
lysander_act2_q3_after|act2\lysander\lys_act2_q3_after.wav|4140|Single
reanimatedhorde_hit_1|monster\reanimatedhorde\gethit1.wav|1556|Group:7
necromancer_act3_find_blackened|act3\necromancer\nec_act3_find_blackenedtemple.wav|3153|Single
bighead_neutral_3|monster\bighead\neutral3.wav|569|Single
zakarumhigh_death_1|monster\zakarumhighpriest\death1.wav|2166|Group:4
charsi_act1_q3_init|act1\charsi\cha_act1_q3_init.wav|3763|Single
imp_hit_1|monster\imp\gethit1.wav|1179|Group:4
medium_walk_ostone_1|ambient\footstep\MedOStone1.wav|2776|Group:4
event_wild_day_1|ambient\event\birdie05.wav|192|Group:5
warriv_act2_q4_success|act2\warriv\war_act2_q4_successful.wav|4373|Single
skeleton_walk_4|monster\skeleton\walk4.wav|1789|Single
assassin_act3_find_beneath|act3\assassin\ass_act3_find_beneathcity.wav|3386|Single
druidpod_walk1_4|monster\druidpod\podwalk14.wav|802|Single
sorceress_cast_fire|skill\sorceress\firecast.wav|2399|Single
hratli_greeting_time_2|act3\hratli\hra_goodday.wav|3996|Single
overseer_neutral_2|monster\overseer\neutral2.wav|1412|Single
